"comment_id"
"racial_comment_158025"
"racial_comment_119466"
"racial_comment_138906"
"racial_comment_138907"
"racial_comment_138908"
"racial_comment_158604"
"racial_comment_153342"
"racial_comment_104188"
"racial_comment_126819"
"racial_comment_126820"
"racial_comment_155285"
"racial_comment_155286"
"racial_comment_155287"
"racial_comment_131425"
"racial_comment_177439"
"racial_comment_177440"
"racial_comment_177441"
"racial_comment_177442"
"racial_comment_166072"
"racial_comment_161423"
"racial_comment_161424"
"racial_comment_161426"
"racial_comment_136303"
"racial_comment_139599"
"racial_comment_134348"
"racial_comment_134349"
"racial_comment_134350"
"racial_comment_134351"
"racial_comment_134352"
"racial_comment_134353"
"racial_comment_121995"
"racial_comment_153331"
"racial_comment_175918"
"racial_comment_175919"
"racial_comment_159388"
"racial_comment_105400"
"racial_comment_127939"
"racial_comment_159312"
"racial_comment_113741"
"racial_comment_113742"
"racial_comment_113743"
"racial_comment_113744"
"racial_comment_176232"
"racial_comment_178368"
"racial_comment_178369"
"racial_comment_146701"
"racial_comment_160954"
"racial_comment_145732"
"racial_comment_125325"
"racial_comment_103004"
"racial_comment_133119"
"racial_comment_133120"
"racial_comment_133121"
"racial_comment_156477"
"racial_comment_106173"
"racial_comment_114064"
"racial_comment_111081"
"racial_comment_161530"
"racial_comment_133679"
"racial_comment_157179"
"racial_comment_127394"
"racial_comment_170373"
"racial_comment_171997"
"racial_comment_104061"
"racial_comment_133939"
"racial_comment_163231"
"racial_comment_158965"
"racial_comment_167918"
"racial_comment_167919"
"racial_comment_118456"
"racial_comment_114869"
"racial_comment_105796"
"racial_comment_118954"
"racial_comment_169034"
"racial_comment_125492"
"racial_comment_114837"
"racial_comment_144066"
"racial_comment_161556"
"racial_comment_177449"
"racial_comment_144821"
"racial_comment_144823"
"racial_comment_105943"
"racial_comment_175982"
"racial_comment_106302"
"racial_comment_164567"
"racial_comment_111873"
"racial_comment_111875"
"racial_comment_128347"
"racial_comment_128348"
"racial_comment_132024"
"racial_comment_132026"
"racial_comment_145981"
"racial_comment_173602"
"racial_comment_108771"
"racial_comment_162169"
"racial_comment_162170"
"racial_comment_104106"
"racial_comment_177542"
"racial_comment_122896"
"racial_comment_133868"
"racial_comment_138767"
"racial_comment_138116"
"racial_comment_138117"
"racial_comment_138118"
"racial_comment_138119"
"racial_comment_108350"
"racial_comment_135710"
"racial_comment_169763"
"racial_comment_114372"
"racial_comment_176744"
"racial_comment_167097"
"racial_comment_111274"
"racial_comment_171145"
"racial_comment_149866"
"racial_comment_149867"
"racial_comment_149868"
"racial_comment_173584"
"racial_comment_106627"
"racial_comment_106628"
"racial_comment_106629"
"racial_comment_166559"
"racial_comment_164632"
"racial_comment_127516"
"racial_comment_127517"
"racial_comment_127518"
"racial_comment_168933"
"racial_comment_168934"
"racial_comment_150415"
"racial_comment_156225"
"racial_comment_159137"
"racial_comment_177912"
"racial_comment_179571"
"racial_comment_172675"
"racial_comment_153732"
"racial_comment_179612"
"racial_comment_131749"
"racial_comment_171905"
"racial_comment_128301"
"racial_comment_115486"
"racial_comment_115487"
"racial_comment_115488"
"racial_comment_115489"
"racial_comment_160620"
"racial_comment_117878"
"racial_comment_117879"
"racial_comment_174614"
"racial_comment_174615"
"racial_comment_179605"
"racial_comment_145128"
"racial_comment_145129"
"racial_comment_145130"
"racial_comment_112846"
"racial_comment_112847"
"racial_comment_112848"
"racial_comment_112849"
"racial_comment_112850"
"racial_comment_149939"
"racial_comment_155220"
"racial_comment_143721"
"racial_comment_162903"
"racial_comment_153935"
"racial_comment_178152"
"racial_comment_102647"
"racial_comment_159795"
"racial_comment_148279"
"racial_comment_120867"
"racial_comment_150895"
"racial_comment_169868"
"racial_comment_169869"
"racial_comment_148826"
"racial_comment_119670"
"racial_comment_142727"
"racial_comment_169735"
"racial_comment_134878"
"racial_comment_164107"
"racial_comment_110167"
"racial_comment_153605"
"racial_comment_176333"
"racial_comment_162495"
"racial_comment_162496"
"racial_comment_162057"
"racial_comment_166302"
"racial_comment_165761"
"racial_comment_161312"
"racial_comment_147495"
"racial_comment_147496"
"racial_comment_147499"
"racial_comment_105638"
"racial_comment_160217"
"racial_comment_116724"
"racial_comment_178345"
"racial_comment_179260"
"racial_comment_134655"
"racial_comment_134656"
"racial_comment_134657"
"racial_comment_134658"
"racial_comment_121287"
"racial_comment_135628"
"racial_comment_103684"
"racial_comment_180628"
"racial_comment_103536"
"racial_comment_172797"
"racial_comment_172798"
"racial_comment_178586"
"racial_comment_145139"
"racial_comment_139627"
"racial_comment_111905"
"racial_comment_112715"
"racial_comment_157320"
"racial_comment_135965"
"racial_comment_179049"
"racial_comment_135923"
"racial_comment_150915"
"racial_comment_150916"
